,Time1,DAU1,Time2,DAU2,Time3,DAU3,Time4,DAU4,Time5,DAU5,Time6,DAU6,Time7,DAU7,Time8,DAU8,Time9,DAU9,Time10,DAU10,Time11,DAU11,Time12,DAU12,Time13,DAU13,Time14,smbi,Time15,label
66,-0.399999999,0.001525879,-0.399999999,0.003356934,-0.399999999,0.002441406,-0.399999999,0.001220703,-0.399999999,0.002441406,-0.399999999,0.002746582,-0.399999999,-0.000305176,-0.399999999,0.002441406,-0.399999999,-0.001525879,-0.399999999,0.001831055,-0.399999999,-0.000610352,-0.399999999,0.003051758,-0.399999999,0.001220703,-0.399999999,0.037912272,0.6,-0.115013756
67,-0.3,0.001525879,-0.3,0.004882813,-0.3,0.002746582,-0.3,-0.003051758,-0.3,0.003356934,-0.3,0.003967285,-0.3,0.001220703,-0.3,0.004577637,-0.3,-0.001220703,-0.3,0.003051758,-0.3,0.000305176,-0.3,0.004577637,-0.3,0.002136231,-0.3,0.007725472,0.7,-0.12834498
68,-0.199999999,0.002441406,-0.199999999,0.003356934,-0.199999999,0.003051758,-0.199999999,-0.003662109,-0.199999999,0.002441406,-0.199999999,0.003662109,-0.199999999,0.001831055,-0.199999999,0.004577637,-0.199999999,-0.000915527,-0.199999999,0.003967285,-0.199999999,0.000610352,-0.199999999,0.004882813,-0.199999999,0.002441406,-0.199999999,-0.03023788,0.8,-0.14059082
69,-0.099999999,0.000915527,-0.099999999,0.004272461,-0.099999999,0.001831055,-0.099999999,-0.000610352,-0.099999999,0.002441406,-0.099999999,0.003051758,-0.099999999,0.000305176,-0.099999999,0.003051758,-0.099999999,-0.002746582,-0.099999999,0.002441406,-0.099999999,-0.000305176,-0.099999999,0.003662109,-0.099999999,0.002441406,-0.099999999,-0.06838,0.899999999,-0.12803853
70,0,0.001220703,0,0.003662109,0,0.001831055,0,0.004272461,0,0.002441406,0,0.003967285,0,0.001220703,0,0.004882813,0,-0.000305176,0,0.003051758,0,0.001220703,0,0.004577637,0,0.002441406,0,-0.08796822,0.999999999,-0.11456683
71,0.1,0.001525879,0.1,0.003662109,0.1,0.002746582,0.1,0.009460449,0.1,0.005493164,0.1,0.004882813,0.1,0.001831055,0.1,0.006103516,0.1,-0.001220703,0.1,0.004577637,0.1,0.002441406,0.1,0.004577637,0.1,0.004272461,0.1,-0.10615181,1.1,-0.09126272
72,0.2,0.000915527,0.2,0.002746582,0.2,0.002136231,0.2,0.012207031,0.2,0.003967285,0.2,0.004577637,0.2,0.000915527,0.2,0.005187988,0.2,-0.000305176,0.2,0.003967285,0.2,0.002136231,0.2,0.004272461,0.2,0.002441406,0.2,-0.119827814,1.2,-0.08600174
73,0.3,0.001831055,0.3,0.004577637,0.3,0.003662109,0.3,0.003356934,0.3,0.003051758,0.3,0.004882813,0.3,0.001220703,0.3,0.005187988,0.3,-0.000915527,0.3,0.003662109,0.3,0.000915527,0.3,0.003967285,0.3,0.003051758,0.3,-0.12118137,1.3,-0.09703448
74,0.399999999,0.000610352,0.399999999,0.002746582,0.399999999,0.000915527,0.399999999,0.004882813,0.399999999,0.001831055,0.399999999,0.003356934,0.399999999,0,0.399999999,0.002746582,0.399999999,-0.000915527,0.399999999,0.003051758,0.399999999,0.000305176,0.399999999,0.002746582,0.399999999,0.000915527,0.399999999,-0.11676316,1.399999999,-0.09668971
75,0.499999999,0.000305176,0.499999999,0.002136231,0.499999999,0.001831055,0.499999999,-0.002441406,0.499999999,0.000610352,0.499999999,0.001525879,0.499999999,-0.000915527,0.499999999,0.002746582,0.499999999,-0.003051758,0.499999999,0.000915527,0.499999999,-0.000610352,0.499999999,0.002136231,0.499999999,0,0.499999999,-0.10198899,1.5,-0.0557894
76,0.6,0.000610352,0.6,0.000915527,0.6,0.001220703,0.6,0.000915527,0.6,0.000610352,0.6,0.002136231,0.6,-0.001220703,0.6,0.002136231,0.6,-0.002746582,0.6,0.002136231,0.6,-0.000610352,0.6,0.002746582,0.6,0.000610352,0.6,-0.115013756,1.6,0.024632124
77,0.7,0.001220703,0.7,0.003356934,0.7,0.002136231,0.7,0.003051758,0.7,0.003051758,0.7,0.003967285,0.7,0.001525879,0.7,0.003356934,0.7,0.000305176,0.7,0.002136231,0.7,0.000305176,0.7,0.003967285,0.7,0.001220703,0.7,-0.12834498,1.7,0.13387412
78,0.8,0.002441406,0.8,0.004272461,0.8,0.002136231,0.8,0.004272461,0.8,0.003662109,0.8,0.003662109,0.8,0.000610352,0.8,0.005493164,0.8,0.000610352,0.8,0.002746582,0.8,0.001220703,0.8,0.003356934,0.8,0.002441406,0.8,-0.14059082,1.8,0.2814881
79,0.899999999,0.000305176,0.899999999,0.002746582,0.899999999,0.001831055,0.899999999,0.007629395,0.899999999,0.001525879,0.899999999,0.003356934,0.899999999,-0.000915527,0.899999999,0.004272461,0.899999999,-0.001525879,0.899999999,0.001525879,0.899999999,-0.001831055,0.899999999,0.002136231,0.899999999,0,0.899999999,-0.12803853,1.899999999,0.46271107
80,0.999999999,0.002441406,0.999999999,0.005187988,0.999999999,0.002136231,0.999999999,0.010375977,0.999999999,0.003662109,0.999999999,0.00579834,0.999999999,0.001220703,0.999999999,0.005187988,0.999999999,0,0.999999999,0.003356934,0.999999999,0.001525879,0.999999999,0.003356934,0.999999999,0.003051758,0.999999999,-0.11456683,1.999999999,0.66522056
81,1.1,0.002746582,1.1,0.006103516,1.1,0.00579834,1.1,0.021057129,1.1,0.008239746,1.1,0.006713867,1.1,0.002441406,1.1,0.007629395,1.1,0.001220703,1.1,0.003967285,1.1,0.002441406,1.1,0.004882813,1.1,0.004882813,1.1,-0.09126272,2.099999999,0.860592
82,1.2,0.000915527,1.2,0.003051758,1.2,0.002136231,1.2,0.026245117,1.2,0.006713867,1.2,0.005187988,1.2,0.000305176,1.2,0.003967285,1.2,-0.000915527,1.2,0.002136231,1.2,0,1.2,0.002441406,1.2,0.000610352,1.2,-0.08600174,2.2,1.031791
83,1.3,0.000915527,1.3,0.004882813,1.3,0.006713867,1.3,0.050354004,1.3,0.012207031,1.3,0.009155273,1.3,0.001525879,1.3,0.00793457,1.3,-0.000305176,1.3,0.004272461,1.3,0.001831055,1.3,0.002746582,1.3,0.002441406,1.3,-0.09703448,2.299999999,1.2178408
84,1.399999999,0.003051758,1.399999999,0.006713867,1.399999999,0.008850098,1.399999999,0.066833496,1.399999999,0.011901856,1.399999999,0.011291504,1.399999999,0.005187988,1.399999999,0.010070801,1.399999999,0.003356934,1.399999999,0.007629395,1.399999999,0.004272461,1.399999999,0.004577637,1.399999999,0.004882813,1.399999999,-0.09668971,2.4,1.4095219
85,1.5,0,1.5,0.005493164,1.5,0.007324219,1.5,0.06744385,1.5,0.013427734,1.5,0.008239746,1.5,0.002441406,1.5,0.009765625,1.5,0.003356934,1.5,0.003662109,1.5,0.002746582,1.5,0.003051758,1.5,0.003356934,1.5,-0.0557894,2.5,1.5940905
86,1.6,0.001525879,1.6,0.006408691,1.6,0.007629395,1.6,0.093688965,1.6,0.020446777,1.6,0.01159668,1.6,0.004882813,1.6,0.014953613,1.6,0.005493164,1.6,0.007324219,1.6,0.003051758,1.6,0.004577637,1.6,0.005187988,1.6,0.024632124,2.6,1.7577044
87,1.7,0.002441406,1.7,0.021057129,1.7,0.029907227,1.7,0.22888184,1.7,0.043640137,1.7,0.024719238,1.7,0.012207031,1.7,0.023803711,1.7,0.010375977,1.7,0.012817383,1.7,0.013122559,1.7,0.006103516,1.7,0.008850098,1.7,0.13387412,2.7,1.9156871
88,1.8,0.000610352,1.8,0.023803711,1.8,0.03265381,1.8,0.24749756,1.8,0.047912598,1.8,0.025939941,1.8,0.012207031,1.8,0.027770996,1.8,0.011291504,1.8,0.012817383,1.8,0.010070801,1.8,0.003967285,1.8,0.007324219,1.8,0.2814881,2.799999999,2.0819955
89,1.899999999,0.002441406,1.899999999,0.022888184,1.899999999,0.03387451,1.899999999,0.2444458,1.899999999,0.05126953,1.899999999,0.029907227,1.899999999,0.012512207,1.899999999,0.02746582,1.899999999,0.012817383,1.899999999,0.017089844,1.899999999,0.017089844,1.899999999,0.00579834,1.899999999,0.010986328,1.899999999,0.46271107,2.9,2.2478058
90,1.999999999,0.001525879,1.999999999,0.032348633,1.999999999,0.049743652,1.999999999,0.29693604,1.999999999,0.06896973,1.999999999,0.037231445,1.999999999,0.016479492,1.999999999,0.038757324,1.999999999,0.014953613,1.999999999,0.018310547,1.999999999,0.015563965,1.999999999,0.005187988,1.999999999,0.014343262,1.999999999,0.66522056,3,2.3963902
91,2.099999999,0.002136231,2.099999999,0.037841797,2.099999999,0.06317139,2.099999999,0.30792236,2.099999999,0.08026123,2.099999999,0.04425049,2.099999999,0.023498535,2.099999999,0.041503906,2.099999999,0.022277832,2.099999999,0.019226074,2.099999999,0.019226074,2.099999999,0.007019043,2.099999999,0.014038086,2.099999999,0.860592,3.1,2.5331502
92,2.2,0.003051758,2.2,0.051574707,2.2,0.07751465,2.2,0.36865234,2.2,0.10772705,2.2,0.05645752,2.2,0.026245117,2.2,0.051879883,2.2,0.021972656,2.2,0.025939941,2.2,0.022277832,2.2,0.008544922,2.2,0.01739502,2.2,1.031791,3.2,2.6755798
93,2.299999999,0,2.299999999,0.061340332,2.299999999,0.09094238,2.299999999,0.3945923,2.299999999,0.107421875,2.299999999,0.056762695,2.299999999,0.032348633,2.299999999,0.05859375,2.299999999,0.029296875,2.299999999,0.02319336,2.299999999,0.027770996,2.299999999,0.006103516,2.299999999,0.015563965,2.299999999,1.2178408,3.299999999,2.7971187
94,2.4,0.003356934,2.4,0.059814453,2.4,0.0869751,2.4,0.3665161,2.4,0.109558105,2.4,0.059814453,2.4,0.032043457,2.4,0.06317139,2.4,0.03112793,2.4,0.02960205,2.4,0.025939941,2.4,0.009460449,2.4,0.020446777,2.4,1.4095219,3.399999999,2.9127455
95,2.5,0.000915527,2.5,0.042419434,2.5,0.064697266,2.5,0.3491211,2.5,0.09185791,2.5,0.05218506,2.5,0.025634766,2.5,0.045776367,2.5,0.025939941,2.5,0.022277832,2.5,0.023803711,2.5,0.007019043,2.5,0.014953613,2.5,1.5940905,3.5,3.0213234
96,2.6,0.000915527,2.6,0.0491333,2.6,0.07080078,2.6,0.3591919,2.6,0.10437012,2.6,0.0579834,2.6,0.026855469,2.6,0.051879883,2.6,0.024414062,2.6,0.027160645,2.6,0.024719238,2.6,0.00793457,2.6,0.017700195,2.6,1.7577044,3.6,3.1472168
97,2.7,0.002136231,2.7,0.052490234,2.7,0.078125,2.7,0.38513184,2.7,0.1071167,2.7,0.06530762,2.7,0.030212402,2.7,0.061035156,2.7,0.030517578,2.7,0.027770996,2.7,0.026855469,2.7,0.008544922,2.7,0.018615723,2.7,1.9156871,3.7,3.288216
98,2.799999999,0.000610352,2.799999999,0.057678223,2.799999999,0.08605957,2.799999999,0.3945923,2.799999999,0.11810303,2.799999999,0.057373047,2.799999999,0.03173828,2.799999999,0.058898926,2.799999999,0.0289917,2.799999999,0.024108887,2.799999999,0.025024414,2.799999999,0.006408691,2.799999999,0.01586914,2.799999999,2.0819955,3.799999999,3.4427383
99,2.9,0.002746582,2.9,0.053100586,2.9,0.078125,2.9,0.39031982,2.9,0.11047363,2.9,0.055847168,2.9,0.032958984,2.9,0.05645752,2.9,0.03265381,2.9,0.0289917,2.9,0.02532959,2.9,0.008544922,2.9,0.019226074,2.9,2.2478058,3.899999999,3.5989077
100,3,0.003051758,3,0.05126953,3,0.077819824,3,0.40100098,3,0.10650635,3,0.05859375,3,0.03265381,3,0.05645752,3,0.030517578,3,0.027160645,3,0.026550293,3,0.008544922,3,0.01739502,3,2.3963902,3.999999999,3.769545
101,3.1,0.000610352,3.1,0.056762695,3.1,0.079956055,3.1,0.41046143,3.1,0.109558105,3.1,0.0579834,3.1,0.03173828,3.1,0.05279541,3.1,0.028686523,3.1,0.026855469,3.1,0.024108887,3.1,0.007019043,3.1,0.01739502,3.1,2.5331502,4.099999999,3.9490569
102,3.2,0.002441406,3.2,0.050964355,3.2,0.08331299,3.2,0.40496826,3.2,0.11383057,3.2,0.056152344,3.2,0.032043457,3.2,0.05493164,3.2,0.032958984,3.2,0.026550293,3.2,0.027160645,3.2,0.007629395,3.2,0.01953125,3.2,2.6755798,4.2,4.116527
103,3.299999999,0.000915527,3.299999999,0.050964355,3.299999999,0.08300781,3.299999999,0.41412354,3.299999999,0.10772705,3.299999999,0.058898926,3.299999999,0.03173828,3.299999999,0.06011963,3.299999999,0.03112793,3.299999999,0.02746582,3.299999999,0.025939941,3.299999999,0.007629395,3.299999999,0.015258789,3.299999999,2.7971187,4.3,4.2891946
104,3.399999999,0.002746582,3.399999999,0.057678223,3.399999999,0.08514404,3.399999999,0.42236328,3.399999999,0.11413574,3.399999999,0.055847168,3.399999999,0.035095215,3.399999999,0.06286621,3.399999999,0.02746582,3.399999999,0.026550293,3.399999999,0.028686523,3.399999999,0.010070801,3.399999999,0.01739502,3.399999999,2.9127455,4.4,4.456946
105,3.5,0.000305176,3.5,0.05493164,3.5,0.07537842,3.5,0.4107666,3.5,0.10040283,3.5,0.05340576,3.5,0.02960205,3.5,0.06225586,3.5,0.028381348,3.5,0.024108887,3.5,0.027160645,3.5,0.006713867,3.5,0.01586914,3.5,3.0213234,4.5,4.620981
106,3.6,0.001831055,3.6,0.060424805,3.6,0.08758545,3.6,0.4147339,3.6,0.11047363,3.6,0.0592041,3.6,0.034484863,3.6,0.06561279,3.6,0.0289917,3.6,0.02746582,3.6,0.026245117,3.6,0.008544922,3.6,0.017700195,3.6,3.1472168,4.599999999,4.7807775
107,3.7,0.002746582,3.7,0.058898926,3.7,0.085754395,3.7,0.41259766,3.7,0.11871338,3.7,0.053710938,3.7,0.03265381,3.7,0.06378174,3.7,0.027770996,3.7,0.03112793,3.7,0.025634766,3.7,0.009155273,3.7,0.018615723,3.7,3.288216,4.7,4.9413266
108,3.799999999,0.001831055,3.799999999,0.06317139,3.799999999,0.085754395,3.799999999,0.41870117,3.799999999,0.10986328,3.799999999,0.058898926,3.799999999,0.03540039,3.799999999,0.061035156,3.799999999,0.03112793,3.799999999,0.027160645,3.799999999,0.027770996,3.799999999,0.007629395,3.799999999,0.018310547,3.799999999,3.4427383,4.8,5.0914946
109,3.899999999,0.002441406,3.899999999,0.061950684,3.899999999,0.08972168,3.899999999,0.43548584,3.899999999,0.117492676,3.899999999,0.059814453,3.899999999,0.035095215,3.899999999,0.06378174,3.899999999,0.03173828,3.899999999,0.031433105,3.899999999,0.030517578,3.899999999,0.010070801,3.899999999,0.02319336,3.899999999,3.5989077,4.9,5.2499495
110,3.999999999,0.002746582,3.999999999,0.066833496,3.999999999,0.084228516,3.999999999,0.42144775,3.999999999,0.11779785,3.999999999,0.06072998,3.999999999,0.03540039,3.999999999,0.062561035,3.999999999,0.036621094,3.999999999,0.0289917,3.999999999,0.0289917,3.999999999,0.010070801,3.999999999,0.019226074,3.999999999,3.769545,5,5.4014583
111,4.099999999,0.001525879,4.099999999,0.078430176,4.099999999,0.103759766,4.099999999,0.46295166,4.099999999,0.13000488,4.099999999,0.055236816,4.099999999,0.03845215,4.099999999,0.06378174,4.099999999,0.03479004,4.099999999,0.032958984,4.099999999,0.032043457,4.099999999,0.008544922,4.099999999,0.021362305,4.099999999,3.9490569,5.099999999,5.553312
112,4.2,0.003662109,4.2,0.080566406,4.2,0.0970459,4.2,0.4711914,4.2,0.1348877,4.2,0.06713867,4.2,0.044555664,4.2,0.078125,4.2,0.04058838,4.2,0.03753662,4.2,0.03387451,4.2,0.009765625,4.2,0.022888184,4.2,4.116527,5.2,5.7108984
113,4.3,0.001525879,4.3,0.09063721,4.3,0.12023926,4.3,0.4940796,4.3,0.1373291,4.3,0.06561279,4.3,0.04638672,4.3,0.084228516,4.3,0.030822754,4.3,0.032348633,4.3,0.032043457,4.3,0.008850098,4.3,0.021972656,4.3,4.2891946,5.3,5.871269
114,4.4,0.002441406,4.4,0.075683594,4.4,0.109558105,4.4,0.46325684,4.4,0.14038086,4.4,0.072631836,4.4,0.044555664,4.4,0.07598877,4.4,0.037841797,4.4,0.03326416,4.4,0.03112793,4.4,0.009765625,4.4,0.021057129,4.4,4.456946,5.4,6.03081
115,4.5,0.000305176,4.5,0.07446289,4.5,0.10803223,4.5,0.513916,4.5,0.14526367,4.5,0.075683594,4.5,0.048828125,4.5,0.078430176,4.5,0.039367676,4.5,0.034179688,4.5,0.03265381,4.5,0.009460449,4.5,0.020751953,4.5,4.620981,5.5,6.191155
116,4.599999999,0.003356934,4.599999999,0.06347656,4.599999999,0.09765625,4.599999999,0.4562378,4.599999999,0.13458252,4.599999999,0.07141113,4.599999999,0.042114258,4.599999999,0.079956055,4.599999999,0.03967285,4.599999999,0.028381348,4.599999999,0.030822754,4.599999999,0.010070801,4.599999999,0.023803711,4.599999999,4.7807775,5.599999999,6.3460984
117,4.7,0.002441406,4.7,0.047607422,4.7,0.07720947,4.7,0.43762207,4.7,0.13580322,4.7,0.066223145,4.7,0.03845215,4.7,0.06591797,4.7,0.03692627,4.7,0.028381348,4.7,0.030517578,4.7,0.008544922,4.7,0.021972656,4.7,4.9413266,5.7,6.495947
118,4.8,0.001525879,4.8,0.06958008,4.8,0.09185791,4.8,0.44158936,4.8,0.12207031,4.8,0.06072998,4.8,0.0390625,4.8,0.066223145,4.8,0.029907227,4.8,0.030822754,4.8,0.026550293,4.8,0.00793457,4.8,0.020141602,4.8,5.0914946,5.8,6.648503
119,4.9,0.002746582,4.9,0.04333496,4.9,0.06591797,4.9,0.4046631,4.9,0.10772705,4.9,0.06317139,4.9,0.035705566,4.9,0.06500244,4.9,0.029907227,4.9,0.023803711,4.9,0.022888184,4.9,0.00793457,4.9,0.014648438,4.9,5.2499495,5.9,6.792005
120,5,0.002136231,5,0.042114258,5,0.06317139,5,0.37841797,5,0.103759766,5,0.056762695,5,0.03326416,5,0.05706787,5,0.030517578,5,0.025634766,5,0.025024414,5,0.00793457,5,0.016174316,5,5.4014583,6,6.932098
121,5.099999999,0.001831055,5.099999999,0.055541992,5.099999999,0.07385254,5.099999999,0.42236328,5.099999999,0.105285645,5.099999999,0.05340576,5.099999999,0.032958984,5.099999999,0.056762695,5.099999999,0.028381348,5.099999999,0.028076172,5.099999999,0.026245117,5.099999999,0.007019043,5.099999999,0.017089844,5.099999999,5.553312,6.099999999,7.078856
122,5.2,0.000915527,5.2,0.045166016,5.2,0.07080078,5.2,0.43792725,5.2,0.11566162,5.2,0.06011963,5.2,0.030517578,5.2,0.05645752,5.2,0.026550293,5.2,0.025939941,5.2,0.027160645,5.2,0.007629395,5.2,0.014648438,5.2,5.7108984,6.2,7.219115
123,5.3,0.001525879,5.3,0.06286621,5.3,0.08728027,5.3,0.42388916,5.3,0.11444092,5.3,0.057678223,5.3,0.035705566,5.3,0.06500244,5.3,0.030212402,5.3,0.027770996,5.3,0.026550293,5.3,0.007629395,5.3,0.017700195,5.3,5.871269,6.3,7.363575
124,5.4,0.002746582,5.4,0.052490234,5.4,0.076293945,5.4,0.40374756,5.4,0.12512207,5.4,0.06286621,5.4,0.036621094,5.4,0.058898926,5.4,0.028076172,5.4,0.027770996,5.4,0.027770996,5.4,0.010070801,5.4,0.016784668,5.4,6.03081,6.4,7.507307
125,5.5,0.001831055,5.5,0.04272461,5.5,0.072631836,5.5,0.40618896,5.5,0.119018555,5.5,0.06958008,5.5,0.03753662,5.5,0.0592041,5.5,0.025634766,5.5,0.029907227,5.5,0.02532959,5.5,0.00793457,5.5,0.017089844,5.5,6.191155,6.5,7.6544228
126,5.599999999,0.000915527,5.599999999,0.051574707,5.599999999,0.07873535,5.599999999,0.43792725,5.599999999,0.11657715,5.599999999,0.06774902,5.599999999,0.037231445,5.599999999,0.06317139,5.599999999,0.029296875,5.599999999,0.026855469,5.599999999,0.024414062,5.599999999,0.006408691,5.599999999,0.019226074,5.599999999,6.3460984,6.599999999,7.798602
127,5.7,0.002746582,5.7,0.048217773,5.7,0.07110596,5.7,0.43548584,5.7,0.11566162,5.7,0.059509277,5.7,0.038757324,5.7,0.062561035,5.7,0.03173828,5.7,0.029907227,5.7,0.028076172,5.7,0.008239746,5.7,0.019836426,5.7,6.495947,6.7,7.9472885
128,5.8,0.001525879,5.8,0.047607422,5.8,0.077819824,5.8,0.42694092,5.8,0.12512207,5.8,0.07354736,5.8,0.038757324,5.8,0.064086914,5.8,0.03326416,5.8,0.02746582,5.8,0.02166748,5.8,0.006408691,5.8,0.017089844,5.8,6.648503,6.8,8.090395
129,5.9,0.001525879,5.9,0.097961426,5.9,0.10253906,5.9,0.45135498,5.9,0.12145996,5.9,0.06378174,5.9,0.053710938,5.9,0.076293945,5.9,0.030517578,5.9,0.0289917,5.9,0.024719238,5.9,0.008544922,5.9,0.021972656,5.9,6.792005,6.9,8.24078
130,6,0.003051758,6,0.08239746,6,0.08453369,6,0.43395996,6,0.119018555,6,0.061340332,6,0.04699707,6,0.06225586,6,0.030822754,6,0.028381348,6,0.030517578,6,0.008850098,6,0.018920898,6,6.932098,7,8.386619
131,6.099999999,0.000915527,6.099999999,0.044555664,6.099999999,0.07965088,6.099999999,0.46081543,6.099999999,0.1260376,6.099999999,0.064697266,6.099999999,0.040893555,6.099999999,0.056152344,6.099999999,0.030212402,6.099999999,0.025634766,6.099999999,0.024414062,6.099999999,0.007629395,6.099999999,0.01739502,6.099999999,7.078856,7.099999999,8.524707
132,6.2,0.003051758,6.2,0.058288574,6.2,0.08453369,6.2,0.4345703,6.2,0.1159668,6.2,0.06378174,6.2,0.037841797,6.2,0.06744385,6.2,0.03387451,6.2,0.030212402,6.2,0.026855469,6.2,0.008239746,6.2,0.017700195,6.2,7.219115,7.2,8.666077
133,6.3,0.002746582,6.3,0.07019043,6.3,0.092163086,6.3,0.44555664,6.3,0.122680664,6.3,0.06317139,6.3,0.042114258,6.3,0.0680542,6.3,0.026550293,6.3,0.030822754,6.3,0.028686523,6.3,0.00793457,6.3,0.016479492,6.3,7.363575,7.299999999,8.800896
134,6.4,0.003051758,6.4,0.061035156,6.4,0.09124756,6.4,0.47821045,6.4,0.14709473,6.4,0.077819824,6.4,0.047912598,6.4,0.078430176,6.4,0.03540039,6.4,0.029296875,6.4,0.03112793,6.4,0.009460449,6.4,0.02166748,6.4,7.507307,7.4,8.9358425
135,6.5,0.001220703,6.5,0.10284424,6.5,0.105285645,6.5,0.5065918,6.5,0.13092041,6.5,0.06713867,6.5,0.05279541,6.5,0.0692749,6.5,0.03479004,6.5,0.030212402,6.5,0.027160645,6.5,0.006713867,6.5,0.019226074,6.5,7.6544228,7.5,9.069269
136,6.599999999,0.002441406,6.599999999,0.064086914,6.599999999,0.09613037,6.599999999,0.557251,6.599999999,0.12512207,6.599999999,0.062561035,6.599999999,0.042114258,6.599999999,0.068359375,6.599999999,0.034484863,6.599999999,0.028076172,6.599999999,0.025634766,6.599999999,0.008544922,6.599999999,0.019226074,6.599999999,7.798602,7.6,9.205021
137,6.7,0.001525879,6.7,0.095825195,6.7,0.109558105,6.7,0.53466797,6.7,0.123291016,6.7,0.06744385,6.7,0.05065918,6.7,0.066833496,6.7,0.038146973,6.7,0.03173828,6.7,0.028686523,6.7,0.00793457,6.7,0.019836426,6.7,7.9472885,7.7,9.342662
138,6.8,0.001831055,6.8,0.083618164,6.8,0.09307861,6.8,0.46600342,6.8,0.11993408,6.8,0.06713867,6.8,0.04547119,6.8,0.06744385,6.8,0.032958984,6.8,0.03173828,6.8,0.02746582,6.8,0.008544922,6.8,0.016479492,6.8,8.090395,7.799999999,9.483866
139,6.9,0.002746582,6.9,0.08880615,6.9,0.10101318,6.9,0.4547119,6.9,0.12298584,6.9,0.0680542,6.9,0.04852295,6.9,0.074157715,6.9,0.04058838,6.9,0.03112793,6.9,0.026550293,6.9,0.009155273,6.9,0.019226074,6.9,8.24078,7.9,9.631761
140,7,0.000610352,7,0.050048828,7,0.0793457,7,0.46661377,7,0.12054443,7,0.069885254,7,0.040283203,7,0.06378174,7,0.026245117,7,0.024719238,7,0.02746582,7,0.007324219,7,0.016479492,7,8.386619,7.999999999,9.771968
141,7.099999999,0.003051758,7.099999999,0.04638672,7.099999999,0.077819824,7.099999999,0.44311523,7.099999999,0.128479,7.099999999,0.072021484,7.099999999,0.039978027,7.099999999,0.06072998,7.099999999,0.030517578,7.099999999,0.025939941,7.099999999,0.028076172,7.099999999,0.008544922,7.099999999,0.018920898,7.099999999,8.524707,8.099999999,9.912112
142,7.2,0.001831055,7.2,0.053100586,7.2,0.07751465,7.2,0.42785645,7.2,0.117492676,7.2,0.06378174,7.2,0.043640137,7.2,0.0592041,7.2,0.02960205,7.2,0.02532959,7.2,0.024719238,7.2,0.007629395,7.2,0.01739502,7.2,8.666077,8.199999999,10.054771
143,7.299999999,0.003051758,7.299999999,0.049743652,7.299999999,0.0769043,7.299999999,0.463562,7.299999999,0.13763428,7.299999999,0.07080078,7.299999999,0.042114258,7.299999999,0.0680542,7.299999999,0.03173828,7.299999999,0.03112793,7.299999999,0.028076172,7.299999999,0.009765625,7.299999999,0.02166748,7.299999999,8.800896,8.3,10.210698
144,7.4,0.001220703,7.4,0.069885254,7.4,0.09490967,7.4,0.46813965,7.4,0.12359619,7.4,0.06744385,7.4,0.050354004,7.4,0.06866455,7.4,0.028686523,7.4,0.026855469,7.4,0.025634766,7.4,0.00793457,7.4,0.017700195,7.4,8.9358425,8.4,10.355299
145,7.5,0.002441406,7.5,0.069885254,7.5,0.10101318,7.5,0.5419922,7.5,0.11199951,7.5,0.06286621,7.5,0.04425049,7.5,0.06530762,7.5,0.031433105,7.5,0.027160645,7.5,0.02532959,7.5,0.00793457,7.5,0.017700195,7.5,9.069269,8.499999999,10.473913
146,7.6,0.003051758,7.6,0.047912598,7.6,0.08026123,7.6,0.46539307,7.6,0.115356445,7.6,0.06530762,7.6,0.043029785,7.6,0.062561035,7.6,0.027770996,7.6,0.028686523,7.6,0.028076172,7.6,0.008850098,7.6,0.018920898,7.6,9.205021,8.6,10.555969
147,7.7,0.000610352,7.7,0.048217773,7.7,0.07324219,7.7,0.43945312,7.7,0.12542725,7.7,0.06713867,7.7,0.038146973,7.7,0.064697266,7.7,0.027770996,7.7,0.026245117,7.7,0.024414062,7.7,0.007324219,7.7,0.018005371,7.7,9.342662,8.699999999,10.606919
148,7.799999999,0.001831055,7.799999999,0.05493164,7.799999999,0.08331299,7.799999999,0.48339844,7.799999999,0.12237549,7.799999999,0.06378174,7.799999999,0.045166016,7.799999999,0.059814453,7.799999999,0.030822754,7.799999999,0.025939941,7.799999999,0.02532959,7.799999999,0.007324219,7.799999999,0.016784668,7.799999999,9.483866,8.8,10.631041
149,7.9,0.002746582,7.9,0.057373047,7.9,0.08300781,7.9,0.46691895,7.9,0.12817383,7.9,0.08087158,7.9,0.04425049,7.9,0.072631836,7.9,0.03173828,7.9,0.029907227,7.9,0.027770996,7.9,0.008850098,7.9,0.015563965,7.9,9.631761,8.9,10.630121
150,7.999999999,0.002746582,7.999999999,0.08880615,7.999999999,0.10040283,7.999999999,0.47576904,7.999999999,0.12420654,7.999999999,0.061035156,7.999999999,0.050964355,7.999999999,0.07537842,7.999999999,0.030517578,7.999999999,0.02960205,7.999999999,0.029907227,7.999999999,0.009155273,7.999999999,0.014953613,7.999999999,9.771968,9,10.609295
151,8.099999999,0.001525879,8.099999999,0.053710938,8.099999999,0.07904053,8.099999999,0.46966553,8.099999999,0.12634277,8.099999999,0.06866455,8.099999999,0.04425049,8.099999999,0.059509277,8.099999999,0.026550293,8.099999999,0.025939941,8.099999999,0.025024414,8.099999999,0.007019043,8.099999999,0.017700195,8.099999999,9.912112,9.1,10.588225
