,Time,DAU1,DAU2,DAU3,DAU4,DAU5,DAU6,DAU7,DAU8,DAU9,DAU10,DAU11,DAU12,DAU13
0,-7.0,-0.0006103515625,0.0018310546875,-0.00030517578125,-0.0018310546875,0.0006103515625,0.0018310546875,-0.0006103515625,0.00213623046875,-0.00213623046875,0.00091552734375,-0.00152587890625,0.0030517578125,0.00030517578125
1,-6.9989999990000005,0.0006103515625,0.00274658203125,-0.0,-0.0018310546875,0.00091552734375,0.0018310546875,-0.00091552734375,0.00244140625,-0.00244140625,0.00213623046875,-0.0018310546875,0.0018310546875,0.0006103515625
2,-6.998,-0.00030517578125,0.00091552734375,0.0006103515625,-0.00335693359375,0.00030517578125,0.00213623046875,-0.00152587890625,0.00335693359375,-0.00335693359375,0.00091552734375,-0.00152587890625,0.00213623046875,0.00030517578125
3,-6.996999999000001,-0.00030517578125,0.00244140625,0.00152587890625,-0.0018310546875,0.00091552734375,0.00152587890625,-0.00152587890625,0.00152587890625,-0.00274658203125,0.00091552734375,-0.001220703125,0.00274658203125,-0.00030517578125
4,-6.996,0.00091552734375,0.00213623046875,0.00030517578125,-0.0006103515625,0.0018310546875,0.00213623046875,-0.00091552734375,0.00274658203125,-0.00213623046875,0.001220703125,-0.00091552734375,0.0018310546875,-0.0
5,-6.995,-0.0,0.0018310546875,0.00030517578125,-0.00091552734375,-0.0,0.0018310546875,-0.001220703125,0.00244140625,-0.00244140625,0.0006103515625,-0.0018310546875,0.00274658203125,0.001220703125
6,-6.993999999000001,0.00030517578125,0.00152587890625,-0.00030517578125,0.00152587890625,-0.0,0.0018310546875,-0.001220703125,0.0030517578125,-0.00213623046875,0.001220703125,-0.00091552734375,0.0018310546875,0.00030517578125
7,-6.993,0.0006103515625,0.0030517578125,0.001220703125,-0.00152587890625,0.00091552734375,0.00244140625,-0.0,0.0030517578125,-0.00091552734375,0.00152587890625,-0.001220703125,0.00244140625,0.00030517578125
8,-6.992,0.00152587890625,0.00244140625,0.00152587890625,-0.00030517578125,0.00091552734375,0.00213623046875,-0.00030517578125,0.00244140625,-0.00213623046875,0.001220703125,-0.00091552734375,0.0030517578125,0.001220703125
9,-6.9909999990000005,0.00030517578125,0.00213623046875,0.0018310546875,0.0030517578125,0.00152587890625,0.00213623046875,-0.00091552734375,0.00213623046875,-0.00335693359375,0.001220703125,-0.0006103515625,0.00244140625,0.00030517578125
10,-6.99,0.0018310546875,0.00274658203125,0.001220703125,-0.00274658203125,0.0006103515625,0.0018310546875,-0.0,0.003662109375,-0.00213623046875,0.00213623046875,-0.0006103515625,0.003662109375,0.00091552734375
11,-6.988999999000001,0.0018310546875,0.0030517578125,0.00152587890625,-0.00152587890625,0.00213623046875,0.0042724609375,0.0006103515625,0.00396728515625,0.00030517578125,0.00274658203125,-0.0,0.00335693359375,0.00091552734375
12,-6.988,0.001220703125,0.00274658203125,0.00152587890625,-0.001220703125,0.00213623046875,0.00335693359375,-0.0,0.00396728515625,-0.00244140625,0.0018310546875,-0.00091552734375,0.00396728515625,0.00152587890625
13,-6.987,0.00152587890625,0.00213623046875,0.00152587890625,-0.00030517578125,0.0018310546875,0.003662109375,-0.0,0.0030517578125,-0.00091552734375,0.00152587890625,-0.0,0.003662109375,0.00152587890625
14,-6.985999999000001,0.00152587890625,0.0042724609375,0.0018310546875,-0.00091552734375,0.00274658203125,0.00274658203125,0.00091552734375,0.0048828125,0.00030517578125,0.00244140625,0.00091552734375,0.00335693359375,0.00244140625
15,-6.985,0.001220703125,0.00335693359375,0.0018310546875,-0.00091552734375,0.0018310546875,0.003662109375,-0.00091552734375,0.00244140625,-0.00152587890625,0.00213623046875,-0.0006103515625,0.003662109375,0.00244140625
16,-6.984000000000001,0.00091552734375,0.003662109375,0.0018310546875,-0.00091552734375,0.00244140625,0.00274658203125,0.00091552734375,0.00335693359375,-0.00152587890625,0.00152587890625,0.0006103515625,0.0042724609375,0.00152587890625
17,-6.9829999990000005,0.00244140625,0.00335693359375,0.00274658203125,0.0042724609375,0.0018310546875,0.00457763671875,0.00030517578125,0.003662109375,-0.00091552734375,0.00244140625,-0.0,0.00213623046875,0.0018310546875
18,-6.982,0.0018310546875,0.0048828125,0.0018310546875,0.00244140625,0.0018310546875,0.0030517578125,0.0006103515625,0.0042724609375,-0.00030517578125,0.0018310546875,-0.00030517578125,0.00396728515625,0.0018310546875
19,-6.980999999000001,0.0018310546875,0.0030517578125,0.00152587890625,-0.0,0.00274658203125,0.00396728515625,0.0006103515625,0.00396728515625,-0.00091552734375,0.00244140625,-0.0006103515625,0.0030517578125,0.0018310546875
20,-6.98,0.00213623046875,0.0048828125,0.0018310546875,-0.0,0.00244140625,0.00396728515625,0.001220703125,0.00335693359375,-0.001220703125,0.00213623046875,0.0006103515625,0.00396728515625,0.00274658203125
21,-6.979,0.00213623046875,0.00396728515625,0.00244140625,0.00152587890625,0.00152587890625,0.00396728515625,0.001220703125,0.0042724609375,0.00030517578125,0.00335693359375,0.0006103515625,0.00457763671875,0.00244140625
22,-6.977999999000001,0.0018310546875,0.0030517578125,0.00274658203125,0.00152587890625,0.00213623046875,0.0030517578125,0.00091552734375,0.00457763671875,-0.001220703125,0.00274658203125,-0.00030517578125,0.0030517578125,0.0018310546875
23,-6.977,0.00152587890625,0.0030517578125,0.00152587890625,0.001220703125,0.00244140625,0.00335693359375,0.0006103515625,0.0030517578125,-0.00152587890625,0.00213623046875,-0.0,0.00457763671875,0.001220703125
24,-6.976000000000001,0.0018310546875,0.0042724609375,0.00274658203125,-0.00213623046875,0.003662109375,0.00335693359375,0.001220703125,0.00396728515625,-0.0006103515625,0.0042724609375,0.0006103515625,0.0048828125,0.0018310546875
25,-6.9749999990000005,0.001220703125,0.0030517578125,0.00244140625,0.00091552734375,0.00152587890625,0.0030517578125,0.00091552734375,0.00335693359375,-0.00091552734375,0.00213623046875,-0.0,0.00335693359375,0.00152587890625
26,-6.974,0.00152587890625,0.003662109375,0.00152587890625,0.00091552734375,0.00335693359375,0.003662109375,0.00091552734375,0.00457763671875,-0.00030517578125,0.00335693359375,0.00091552734375,0.0042724609375,0.00152587890625
27,-6.972999999000001,0.00152587890625,0.00274658203125,0.00213623046875,0.00091552734375,0.00152587890625,0.00274658203125,-0.0,0.00335693359375,-0.00152587890625,0.00152587890625,-0.0,0.0030517578125,0.00091552734375
28,-6.972,0.001220703125,0.0030517578125,0.0018310546875,0.0006103515625,0.00213623046875,0.0030517578125,-0.00030517578125,0.00274658203125,-0.001220703125,0.00244140625,-0.00091552734375,0.00396728515625,0.00213623046875
29,-6.971,0.00152587890625,0.00335693359375,0.0018310546875,-0.001220703125,0.003662109375,0.00274658203125,0.00030517578125,0.00396728515625,-0.001220703125,0.0030517578125,-0.0006103515625,0.0042724609375,0.00213623046875
30,-6.969999999000001,0.001220703125,0.00274658203125,-0.0006103515625,-0.00091552734375,0.00152587890625,0.00274658203125,-0.0006103515625,0.00335693359375,-0.00152587890625,0.0018310546875,-0.0006103515625,0.00335693359375,0.00030517578125
31,-6.969,0.001220703125,0.00396728515625,0.00152587890625,-0.0,0.001220703125,0.00274658203125,0.00030517578125,0.00274658203125,-0.00213623046875,0.0030517578125,-0.0006103515625,0.0030517578125,0.00091552734375
32,-6.968000000000001,0.001220703125,0.00274658203125,0.001220703125,0.003662109375,0.00091552734375,0.00244140625,0.0006103515625,0.00274658203125,-0.00152587890625,0.001220703125,-0.0006103515625,0.00274658203125,0.00091552734375
33,-6.966999999,0.0018310546875,0.0030517578125,0.0018310546875,0.0018310546875,0.00244140625,0.00213623046875,-0.0,0.00335693359375,-0.0006103515625,0.0018310546875,-0.001220703125,0.003662109375,0.00091552734375
34,-6.966,0.00030517578125,0.00213623046875,0.00091552734375,-0.00152587890625,0.00152587890625,0.00274658203125,-0.0006103515625,0.0030517578125,-0.0018310546875,0.00152587890625,-0.00091552734375,0.00213623046875,0.001220703125
35,-6.964999999000001,0.00091552734375,0.00274658203125,0.00152587890625,-0.00213623046875,0.0018310546875,0.001220703125,-0.0,0.00244140625,-0.0030517578125,0.00213623046875,-0.00152587890625,0.00244140625,0.00091552734375
36,-6.964,0.00030517578125,0.00091552734375,0.0006103515625,-0.00091552734375,0.00030517578125,0.00335693359375,-0.00091552734375,0.0018310546875,-0.00244140625,0.00091552734375,-0.001220703125,0.003662109375,0.0006103515625
37,-6.963,-0.0006103515625,0.00274658203125,0.00030517578125,0.00152587890625,-0.0,0.00152587890625,-0.00152587890625,0.00213623046875,-0.0030517578125,0.00152587890625,-0.00152587890625,0.00213623046875,0.00030517578125
38,-6.9619999990000005,-0.0,0.0018310546875,-0.0,-0.001220703125,0.00030517578125,0.00152587890625,-0.001220703125,0.0030517578125,-0.00244140625,0.001220703125,-0.0018310546875,0.00213623046875,-0.0
39,-6.961,-0.0,0.00152587890625,0.00030517578125,-0.00244140625,0.0006103515625,0.0018310546875,-0.001220703125,0.00213623046875,-0.00274658203125,0.00091552734375,-0.001220703125,0.00244140625,0.00030517578125
40,-6.960000000000001,0.00030517578125,0.00213623046875,0.001220703125,-0.00152587890625,0.0018310546875,0.00213623046875,-0.00091552734375,0.001220703125,-0.00091552734375,0.001220703125,-0.00213623046875,0.0018310546875,-0.00030517578125
41,-6.958999999,0.00030517578125,0.00152587890625,0.0006103515625,-0.00274658203125,0.00030517578125,0.001220703125,-0.001220703125,0.00213623046875,-0.00244140625,0.00030517578125,-0.0018310546875,0.00213623046875,-0.0
42,-6.958,-0.0,0.0006103515625,-0.00030517578125,0.0006103515625,0.0006103515625,0.0018310546875,-0.001220703125,0.00335693359375,-0.00335693359375,0.00091552734375,-0.0018310546875,0.00244140625,0.00030517578125
43,-6.956999999000001,0.00030517578125,0.00152587890625,-0.00030517578125,0.00030517578125,0.00091552734375,0.0006103515625,-0.001220703125,0.0018310546875,-0.00274658203125,-0.0006103515625,-0.001220703125,0.00244140625,-0.0
44,-6.956,-0.00030517578125,0.001220703125,0.001220703125,-0.0018310546875,0.0018310546875,0.0018310546875,-0.0018310546875,0.00152587890625,-0.00213623046875,0.00091552734375,-0.00152587890625,0.00213623046875,0.00030517578125
45,-6.955,-0.0,0.00091552734375,0.00030517578125,-0.001220703125,0.00030517578125,0.001220703125,-0.00244140625,0.00213623046875,-0.003662109375,-0.0,-0.00274658203125,0.00152587890625,-0.00030517578125
46,-6.9539999990000005,-0.0,0.00152587890625,-0.0006103515625,0.0006103515625,0.00030517578125,0.00152587890625,-0.001220703125,0.00244140625,-0.00274658203125,-0.0006103515625,-0.00244140625,0.00213623046875,-0.00030517578125
47,-6.953,0.0006103515625,0.0006103515625,-0.0,-0.0018310546875,-0.0006103515625,0.00091552734375,-0.001220703125,0.00213623046875,-0.0018310546875,0.00030517578125,-0.00274658203125,0.00091552734375,-0.0
48,-6.952000000000001,-0.00030517578125,0.00274658203125,0.00030517578125,0.001220703125,0.0006103515625,0.00274658203125,-0.001220703125,0.00152587890625,-0.00213623046875,0.00030517578125,-0.0018310546875,0.00213623046875,0.0006103515625
49,-6.950999999,0.00030517578125,0.0018310546875,0.0006103515625,-0.0030517578125,0.0006103515625,0.00152587890625,-0.0006103515625,0.00213623046875,-0.003662109375,0.001220703125,-0.0018310546875,0.00213623046875,-0.0006103515625
50,-6.95,-0.0,0.00213623046875,0.00091552734375,-0.00091552734375,0.00091552734375,0.00213623046875,-0.001220703125,0.00274658203125,-0.0030517578125,0.00152587890625,-0.001220703125,0.00213623046875,0.00030517578125
51,-6.948999999000001,0.00030517578125,0.00244140625,0.001220703125,-0.00213623046875,-0.00030517578125,0.00213623046875,-0.00091552734375,0.00335693359375,-0.00152587890625,0.00274658203125,-0.001220703125,0.00274658203125,0.00091552734375
52,-6.948,0.0006103515625,0.00274658203125,-0.00030517578125,-0.00213623046875,0.0006103515625,0.00213623046875,-0.001220703125,0.00091552734375,-0.00213623046875,0.00091552734375,-0.0018310546875,0.00213623046875,0.0006103515625
53,-6.947,0.00030517578125,0.001220703125,-0.00030517578125,-0.0006103515625,0.001220703125,0.00274658203125,-0.00030517578125,0.0030517578125,-0.00244140625,0.0006103515625,-0.001220703125,0.00274658203125,0.0006103515625
54,-6.9459999990000005,0.0006103515625,0.0030517578125,0.00152587890625,0.00030517578125,0.001220703125,0.00244140625,-0.00030517578125,0.00274658203125,-0.00213623046875,0.00152587890625,-0.00152587890625,0.00335693359375,0.00091552734375
55,-6.945,0.00030517578125,0.0018310546875,-0.00030517578125,0.0006103515625,0.001220703125,0.0018310546875,-0.0018310546875,0.00244140625,-0.00274658203125,0.001220703125,-0.00152587890625,0.00274658203125,0.00091552734375
56,-6.943999999000001,0.001220703125,0.00274658203125,0.00152587890625,-0.00244140625,0.001220703125,0.00213623046875,-0.0,0.00213623046875,-0.00274658203125,0.00152587890625,-0.00091552734375,0.0030517578125,-0.0
57,-6.942999999,-0.0,0.0018310546875,0.00091552734375,-0.0018310546875,0.0018310546875,0.00213623046875,-0.0,0.0030517578125,-0.0018310546875,0.0018310546875,-0.0006103515625,0.0030517578125,0.0006103515625
58,-6.942,0.001220703125,0.00274658203125,0.00244140625,-0.00152587890625,0.001220703125,0.00274658203125,-0.00030517578125,0.003662109375,-0.001220703125,0.00213623046875,-0.00152587890625,0.00213623046875,0.001220703125
59,-6.940999999000001,0.0018310546875,0.0030517578125,0.001220703125,-0.00213623046875,0.00213623046875,0.003662109375,0.0006103515625,0.003662109375,-0.001220703125,0.00152587890625,-0.00091552734375,0.003662109375,0.0018310546875
60,-6.94,0.0006103515625,0.00274658203125,-0.0,0.00274658203125,0.00152587890625,0.00213623046875,-0.0,0.00274658203125,-0.00244140625,0.00213623046875,-0.0006103515625,0.00274658203125,0.00091552734375
61,-6.939,0.001220703125,0.0030517578125,0.00152587890625,-0.0,0.00213623046875,0.003662109375,0.00030517578125,0.00335693359375,-0.0018310546875,0.00244140625,-0.00030517578125,0.003662109375,0.00244140625
62,-6.9379999990000005,0.00091552734375,0.0030517578125,0.001220703125,0.001220703125,0.001220703125,0.00244140625,-0.00030517578125,0.00396728515625,-0.00152587890625,0.00274658203125,-0.0,0.003662109375,0.0018310546875
63,-6.937,0.00152587890625,0.0030517578125,0.00213623046875,0.00335693359375,0.00213623046875,0.00244140625,-0.0,0.003662109375,-0.00152587890625,0.0018310546875,-0.0006103515625,0.00335693359375,0.00091552734375
64,-6.935999999000001,0.001220703125,0.00274658203125,0.0018310546875,0.001220703125,0.00213623046875,0.00244140625,0.00091552734375,0.00274658203125,-0.00152587890625,0.00213623046875,-0.0,0.00457763671875,0.001220703125
65,-6.934999999,0.00244140625,0.00396728515625,0.00152587890625,0.00213623046875,0.00244140625,0.00244140625,0.00030517578125,0.00335693359375,-0.00213623046875,0.00213623046875,-0.00030517578125,0.00335693359375,0.00152587890625
66,-6.934,0.00213623046875,0.00335693359375,0.00213623046875,-0.00274658203125,0.00213623046875,0.0030517578125,-0.0,0.0042724609375,0.00030517578125,0.00244140625,0.0006103515625,0.00457763671875,0.00152587890625
67,-6.932999999000001,0.00213623046875,0.0048828125,0.0030517578125,0.0006103515625,0.00213623046875,0.0048828125,0.00091552734375,0.00396728515625,-0.00091552734375,0.0030517578125,-0.00030517578125,0.00457763671875,0.00244140625
68,-6.932,0.00213623046875,0.00335693359375,0.00274658203125,-0.00030517578125,0.00274658203125,0.0030517578125,-0.0,0.00335693359375,-0.00244140625,0.00213623046875,-0.00030517578125,0.003662109375,0.0018310546875
69,-6.931,0.0018310546875,0.00457763671875,0.00213623046875,0.00213623046875,0.00274658203125,0.00335693359375,0.001220703125,0.0048828125,-0.0006103515625,0.00335693359375,0.00030517578125,0.00457763671875,0.0018310546875
70,-6.9299999990000005,0.00213623046875,0.00274658203125,0.0030517578125,0.00091552734375,0.00274658203125,0.0042724609375,0.00152587890625,0.0042724609375,0.00030517578125,0.00213623046875,0.00091552734375,0.00457763671875,0.00244140625
71,-6.929,0.00244140625,0.00396728515625,0.00244140625,-0.0,0.00274658203125,0.00335693359375,0.00091552734375,0.00457763671875,-0.00091552734375,0.00274658203125,0.00091552734375,0.003662109375,0.00152587890625
72,-6.927999999000001,0.00213623046875,0.003662109375,0.00213623046875,0.0018310546875,0.0018310546875,0.0030517578125,0.0006103515625,0.00335693359375,-0.00152587890625,0.00213623046875,-0.0,0.003662109375,0.0006103515625
73,-6.926999999,0.00152587890625,0.00335693359375,0.00244140625,0.00213623046875,0.00335693359375,0.00396728515625,0.001220703125,0.00396728515625,0.0006103515625,0.00213623046875,0.00030517578125,0.00396728515625,0.0018310546875
74,-6.926,0.00274658203125,0.00335693359375,0.0018310546875,-0.00030517578125,0.00274658203125,0.0030517578125,0.00091552734375,0.00457763671875,-0.0006103515625,0.00244140625,-0.0,0.003662109375,0.0030517578125
75,-6.924999999000001,0.00091552734375,0.00274658203125,0.00213623046875,0.001220703125,0.0018310546875,0.0030517578125,0.00030517578125,0.0048828125,-0.0018310546875,0.00213623046875,-0.00030517578125,0.0030517578125,0.00152587890625
76,-6.924,0.00213623046875,0.003662109375,0.00152587890625,-0.0006103515625,0.00152587890625,0.0030517578125,0.00030517578125,0.00335693359375,-0.001220703125,0.00274658203125,-0.0,0.003662109375,0.00213623046875
77,-6.923,0.0018310546875,0.00335693359375,0.003662109375,0.00152587890625,0.0018310546875,0.00396728515625,0.00030517578125,0.00457763671875,-0.00030517578125,0.00244140625,0.00030517578125,0.0054931640625,0.00244140625
78,-6.9219999990000005,0.00213623046875,0.00396728515625,0.00274658203125,-0.001220703125,0.00244140625,0.003662109375,0.001220703125,0.0048828125,-0.00152587890625,0.003662109375,0.0006103515625,0.00396728515625,0.00152587890625
